,CAMIS,DBA,PHONE,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,target
23975,50065167,BANK OF CHINA CAFETERIA,2128401679,MANHATTAN,1045,AVENUE OF AMERICAS,10018,Chinese,0
23976,50065169,EL POLLO INKA,7187382459,QUEENS,8920,101ST AVE,11416,Peruvian,1
23977,50065173,Xiaojiangnan Food,9176606887,QUEENS,4002,BOWNE ST,11354,Chinese,1
23978,50065176,PARKLIFE,3474354259,BROOKLYN,636,DEGRAW ST,11217,Mexican,0
23979,50065178,CHERNIN SUSHI N RAMEN,2123881348,MANHATTAN,306,E 6TH ST,10003,Japanese,1
23980,50065179,FIFTY,2125244104,MANHATTAN,50,COMMERCE ST,10014,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
23981,50065184,SKINNY'S SATAY,9176736958,MANHATTAN,353,W 14TH ST,10014,American,0
23982,50065187,TACOS EL NOPAL,3475787461,BROOKLYN,8321,5TH AVE,11209,Mexican,0
23983,50065189,NORTH COAST SHARK AND BAKE,3472953930,BROOKLYN,873,SCHENECTADY AVE,11203,Caribbean,1
23984,50065190,ER BAR,9144177324,MANHATTAN,605,2ND AVE,10016,Middle Eastern,1
23985,50065191,NOBLESSE HOUSE,7183218811,QUEENS,14938,41ST AVE,11355,Korean,1
23986,50065192,XINYANG RESTAURANT,7189618877,QUEENS,13621,41ST AVE,11355,Chinese,1
23987,50065193,MR GRILLOOO,3474468376,BROOKLYN,1401,ROCKAWAY PKWY,11236,Other,0
23988,50065197,NAMASTE NEPAL,3478088100,QUEENS,4316,QUEENS BLVD,11104,Asian,1
23989,50065198,BY THE SLICE,7183437100,QUEENS,23609,BRADDOCK AVE,11426,Pizza,0
23990,50065204,PIE CORPS,9292502045,BROOKLYN,77,DRIGGS AVE,11222,Bakery,1
23991,50065216,CAFE WOLF,7185763242,BROOKLYN,330-332,5TH ST,11215,American,0
23992,50065221,MONDAYOFF,7189412022,BROOKLYN,752,CONEY ISLAND AVE,11218,Thai,1
23993,50065222,TASTY FRIED CHICKEN,3474945436,QUEENS,13419,LIBERTY AVE,11419,Chicken,1
23994,50065223,CANTINA TAQUERIA & TEQUILA BAR,2126347665,MANHATTAN,329,LENOX AVE,10027,Mexican,1
23995,50065228,CHAMPION PIZZA,2128989898,MANHATTAN,2,W 14TH ST,10011,Pizza,0
23996,50065229,PIATTO,7183612751,QUEENS,150,50TH AVE,11101,Italian,1
23997,50065236,Likkle More Jerk  (DEKALB MARKET),6466614262,BROOKLYN,445,ALBEE SQUARE WEST,11201,Chicken,1
23998,50065243,SHAHERIZADA RESTAURANT,3475872700,BROOKLYN,2390,CONEY ISLAND AVE,11223,Middle Eastern,0
23999,50065246,CLINTON HALL SEAPORT/AMBROSE LOBSTER & BITES/CLINTON HALL SELF-POUR,2128964600,MANHATTAN,19,FULTON ST,10038,American,1
24000,50065251,80'S TEA,9176408882,BROOKLYN,6815,BAY PKWY,11204,"Ice Cream, Gelato, Yogurt, Ices",0
24001,50065262,Grab and Go,9177741787,QUEENS,4025,CRESCENT ST,11101,American,0
24002,50065270,CHINA STAR,7182994916,BRONX,1784,JEROME AVE,10453,Chinese,0
24003,50065271,MASTER HO KITCHEN,9293131233,BROOKLYN,6301,8TH AVE,11220,Chinese,0
24004,50065274,ISTANBUL PARK,7188323400,BROOKLYN,293,7TH AVE,11215,Mediterranean,0
24005,50065278,THE FERN,6469985034,MANHATTAN,166,1ST AVE,10009,American,1
24006,50065281,EL VALLE SEAFOOD RESTAURANT,2015434697,MANHATTAN,588,LENOX AVE,10037,Spanish,1
24007,50065286,NANA'S BISTRO & CATERING,7187495382,QUEENS,20520,JAMAICA AVE,11423,Caribbean,1
24008,50065287,CHENG GARDEN EXPRESS,7183818980,QUEENS,5533,MYRTLE AVE,11385,Chinese,1
24009,50065290,JG MELON,9176403667,MANHATTAN,480,AMSTERDAM AVE,10024,Other,0
24010,50065291,JIMBO SLIMS,6468942718,BROOKLYN,524,GRAHAM AVE,11222,American,0
24011,50065297,SOUTH AMERICA RESTAURANT,7185672816,BROOKLYN,5421,5TH AVE,11220,Tex-Mex,1
24012,50065301,NOTO'S CASA CUCINA,7189482112,STATEN ISLAND,150,GREAVES LN,10308,Seafood,1
24013,50065304,CHURCH AVENUE PIZZA,7184626060,BROOKLYN,1916B,CHURCH AVE,11226,Pizza,0
24014,50065305,BOCA CHICA SEAFOOD,6463620977,MANHATTAN,584,W 207TH ST,10034,Spanish,0
24015,50065306,CHENG'S,7183708018,STATEN ISLAND,2040,FOREST AVE,10303,Chinese,1
24016,50065308,SUBWAY,9173250710,BROOKLYN,5601,5TH AVE,11220,Sandwiches,1
24017,50065311,LUZZO'S (in Gansevoort Market),9173303581,MANHATTAN,353,W 14TH ST,10014,Pizza/Italian,1
24018,50065314,SWEETGREEN DUMBO,3479874185,BROOKLYN,50,WASHINGTON ST,11201,Salads,0
24019,50065316,& PIZZA,6469684634,MANHATTAN,15,W 28TH ST,10001,Pizza,0
24020,50065318,HABANERO MEXICAN CUISINE,7186881600,BRONX,141,LINCOLN AVE,10454,Mexican,1
24021,50065323,RESOBOX,2125985993,MANHATTAN,91,E 3RD ST,10003,Japanese,1
24022,50065324,GIOVANNI'S ITALIAN PIZZERIA,2126637000,MANHATTAN,1011,COLUMBUS AVE,10025,Other,0
24023,50065325,TASTE OF CHINA,7187281614,QUEENS,4501,BROADWAY,11103,Chinese,1
24024,50065334,MAGICO AMANECER,3473360202,QUEENS,4018,108TH ST,11368,"Juice, Smoothies, Fruit Salads",0
24025,50065335,WEST BAR & LOUNGE,9293821885,QUEENS,13322,SPRINGFIELD BLVD,11413,Caribbean,0
24026,50065346,CASA FRANCO,7184476266,STATEN ISLAND,747,FOREST AVE,10310,Spanish,0
24027,50065350,THE XPRESS,7188283088,BRONX,1863,WESTCHESTER AVE,10472,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
24028,50065353,Dosa Garden,9175417309,STATEN ISLAND,323,VICTORY BLVD,10301,Other,0
24029,50065354,CASA PUBLICA,7183883555,BROOKLYN,594,UNION AVE,11211,Mexican,0
24030,50065358,ANDIAMO CAFE,7186187989,BRONX,2467,GRAND CONCOURSE,10468,American,1
24031,50065361,NAPOLI'S BISTRO,3475310202,QUEENS,2851,42ND ST,11103,Italian,0
24032,50065363,Hemo's Spot Juice Bar & Cafe,9173612422,BROOKLYN,486,BAY RIDGE AVE,11220,"Juice, Smoothies, Fruit Salads",0
24033,50065364,JALAN 31,2126890900,MANHATTAN,133,E 31ST ST,10016,Asian,1
24034,50065367,SENSAKANA,2122219560,MANHATTAN,28,W 44TH ST,10036,Asian,1
24035,50065371,GOLDEN TOWN ADULT DAY CARE CENTER,2129666809,MANHATTAN,99,CANAL ST,10002,Chinese,0
24036,50065376,GOLDEN ARROW BAR & LOUNGE,7188094087,QUEENS,10714,101ST AVE,11416,Caribbean,1
24037,50065377,DEJA VU,7182678212,QUEENS,3322,28TH AVE,11103,Other,0
24038,50065381,HANG YAN,7182915934,QUEENS,13514,JAMAICA AVE,11418,Chinese,1
24039,50065383,MELAO,3474680030,QUEENS,7905,ROOSEVELT AVE,11372,Other,0
24040,50065385,OLD PLACE RESTAURANT,3474629228,BROOKLYN,1915,AVENUE U,11229,Chinese,1
24041,50065389,BLUE BAR AND GRILL,6463977258,BROOKLYN,1811,EMMONS AVE,11235,Greek,0
24042,50065400,EL TORITO,5163510389,QUEENS,13207B,14TH AVE,11356,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
24043,50065401,CAFE FLORAL DELIGHT,3479686777,MANHATTAN,380,E 10TH ST,10009,Other,0
24044,50065407,POPEYES,7188726036,BROOKLYN,1630,BUSHWICK AVE,11207,Chicken,1
24045,50065408,VILLA PIZZA,7184508870,BRONX,3133,VILLA AVE,10468,Pizza,0
24046,50065412,BIA RESTAURANT & BAR,7183474422,QUEENS,27112,UNION TPKE,11040,Asian,1
24047,50065420,IL CARINO RESTAURANT,9173254192,MANHATTAN,1710,2ND AVE,10128,Italian,0
24048,50065421,MIGHTY QUINN'S BARBEQUE,9737790233,MANHATTAN,0,BROADWAY PLAZA,10036,American,0
24049,50065423,TACO DEKALB MARKET/THE PAELL SHACK/DULCINEA,7186224050,BROOKLYN,445,ALBEE SQUARE WEST,11201,Mexican,0
24050,50065426,GELARTO,2127771894,MANHATTAN,145,AVENUE A,10009,"Ice Cream, Gelato, Yogurt, Ices",1
24051,50065427,UPTOWN JUICE BAR,6465967569,MANHATTAN,2524,7TH AVE,10039,"Juice, Smoothies, Fruit Salads",0
24052,50065428,KINGS KTV KARAOKE,7188518118,BROOKLYN,820,39TH ST,11232,Other,0
24053,50065433,DA BOOGIE DOWN CAFFE,6462106564,BRONX,555,BERGEN AVE,10455,American,0
24054,50065440,NYONYA,7186330808,BROOKLYN,5323,8TH AVE,11220,Asian,1
24055,50065446,POKE BAR,2122444320,MANHATTAN,1333,BROADWAY,10018,Hawaiian,1
24056,50065449,XIAOYAN YABO INC,3473994455,QUEENS,3538,UNION ST,11354,Korean,1
24057,50065451,BAYA BAR,9172328239,STATEN ISLAND,6833,AMBOY RD,10309,"Juice, Smoothies, Fruit Salads",0
24058,50065453,RITAS ICE,7189024866,BROOKLYN,1317,E 17TH ST,11230,"Ice Cream, Gelato, Yogurt, Ices",0
24059,50065459,TOST,7184608678,QUEENS,6010,KISSENA BLVD,11355,Delicatessen,0
24060,50065460,JADE HOUSE,2127950975,MANHATTAN,2131,AMSTERDAM AVE,10032,Chinese,0
24061,50065464,DON CESAR,6462866247,STATEN ISLAND,7528,AMBOY RD,10307,Mexican,1
24062,50065467,FOUR SEASONS DUMPLINGS,9173790272,QUEENS,13335,ROOSEVELT AVE,11354,Chinese,0
24063,50065482,JUICES FOR LIFE,3472819844,BRONX,1028,CASTLE HILL AVE,10472,"Juice, Smoothies, Fruit Salads",0
24064,50065483,CHANG'S FAMILY RESTAURANT,3473994712,QUEENS,15428,NORTHERN BLVD,11354,Korean,1
24065,50065487,EGGLOO,3479317784,MANHATTAN,147,AVENUE A,10009,"Ice Cream, Gelato, Yogurt, Ices",0
24066,50065491,OLD MONK,6466459511,MANHATTAN,175,AVENUE B,10009,Indian,0
24067,50065496,EASTWARD POKE,6469206022,MANHATTAN,178A,CHURCH ST,10013,Hawaiian,0
24068,50065499,COTE STEAKHOUSE,2124017986,MANHATTAN,16,W 22ND ST,10014,Other,0
24069,50065500,MOBAY JAMAICAN CUISINE,7183248000,BRONX,4120A,WHITE PLAINS RD,10466,Caribbean,0
24070,50065501,CREME AND COCOA CREAMERY,7182456286,BROOKLYN,1067,NOSTRAND AVE,11225,"Ice Cream, Gelato, Yogurt, Ices",0
24071,50065502,CREME AND COCOA CREMERY,3474394719,BROOKLYN,1067,NOSTRAND AVE,11225,"Ice Cream, Gelato, Yogurt, Ices",0
24072,50065505,SAN AROY  THAI KITCHEN,7185458203,QUEENS,2906,23RD AVE,11105,Thai,0
24073,50065507,FU JU LAI RESTAURANT,7188718089,BROOKLYN,5103,7TH AVE,11220,Chinese,1
24074,50065514,THE BKLYN JUICE BAR,7182770400,BROOKLYN,2873,ATLANTIC AVE,11207,"Juice, Smoothies, Fruit Salads",1
24075,50065515,RAICES BAR RESTAURANT,7184762200,QUEENS,6703,WOODSIDE AVE,11377,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
24076,50065516,LIONI,9293794082,BROOKLYN,445,ALBEE SQUARE WEST,11201,Sandwiches,1
24077,50065525,TOP CHOICE JAMAICAN RESTAURANT,6463375446,BRONX,746,LYDIG AVE,10462,Caribbean,1
24078,50065528,101 WILSON BAR,6502832056,BROOKLYN,101,WILSON AVE,11237,American,1
24079,50065534,YORKVILLE BAGEL & CAFE,2129966544,MANHATTAN,1821,2ND AVE,10128,American,0
24080,50065549,KANTU PERUVIAN CUISINE,3475310873,QUEENS,7417,METROPOLITAN AVE,11379,Peruvian,1
24081,50065554,GOOD PIZZA,7186737776,QUEENS,5220,FLUSHING AVE,11378,Pizza,0
24082,50065555,FIVE STAR PIZZA & BURGERS,3478437342,BRONX,295,E GUN HILL RD,10467,Pizza,0
24083,50065557,LENITA,2124822111,MANHATTAN,7,HANOVER SQ,10004,Mexican,0
24084,50065558,MAISON KAYSER,2126259200,MANHATTAN,400,5TH AVE,10018,French,1
24085,50065559,ANTOJITOS AND NATURAL JUICE BAR,3473717089,BRONX,3748,THIRD AVE,10456,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
24086,50065563,BERIKONI,6465730689,BROOKLYN,125,BRIGHTON BEACH AVE,11235,Middle Eastern,0
24087,50065564,THE PUBLIC NEW YORK,2127356000,MANHATTAN,215,CHRYSTIE ST,10002,American,0
24088,50065566,EAT WELL AGE WELL,2404261261,BROOKLYN,537,NEW YORK AVE,11225,"Juice, Smoothies, Fruit Salads",0
24089,50065575,SWEETGREEN 91ST AND BROADWAY,9146023590,MANHATTAN,2460,BROADWAY,10025,Salads,0
24090,50065580,SWEETGREEN UNIVERSITY PLACE,7183099655,MANHATTAN,101,UNIVERSITY PL,10003,Salads,0
24091,50065582,OOHLALA AMBIANCE EXPRESS,7184344287,BROOKLYN,1433,FLATBUSH AVE,11210,Creole,0
24092,50065591,PENN MARKET,2122441010,MANHATTAN,401,8TH AVE,10001,Delicatessen,1
24093,50065594,CHOLO NOIR,6468923044,MANHATTAN,503,EAST 6 STREET,10009,Other,0
24094,50065595,SOLID STATE,9178423287,QUEENS,5322,ROOSEVELT AVE,11377,Other,0
24095,50065598,INDIKITCH,6464819905,MANHATTAN,1190,6TH AVE,10036,Indian,0
24096,50065601,BURGER & LOBSTER,9175659044,MANHATTAN,132,W 43RD ST,10036,Seafood,1
24097,50065610,Happy Family,2122540624,MANHATTAN,213,E BROADWAY,10002,Chinese,1
24098,50065620,FULTON LANDING SEAFOOD CO,7184066602,BROOKLYN,445,ALBEE SQ WEST,11201,Seafood,0
24099,50065631,ROCK PIZZA SCISSORS,2126971463,MANHATTAN,NKA,BROADWAY/ BET 42 & 43,10036,Pizza,0
24100,50065634,HOLY SCHNITZEL,7187934659,QUEENS,7222,MAIN ST,11367,Jewish/Kosher,1
24101,50065639,QUEENS ROOM,3479873994,QUEENS,3602,DITMARS BLVD,11105,Greek,0
24102,50065640,NEW WAH YEUNG'S,9176836919,QUEENS,4324,43RD AVE,11104,Chinese,0
24103,50065642,SOFIA TAQUERIA PIZZERIA NAPOLITANA,6468612845,MANHATTAN,582,W 207TH ST,10034,Pizza/Italian,1
24104,50065644,NEW GRAND BUFFET,7182788889,QUEENS,3445,48TH ST,11101,Chinese,1
24105,50065649,AD HOC COLLECTIVE,5622603333,MANHATTAN,13,CHRISTOPHER ST,10014,Caf̩/Coffee/Tea,1
24106,50065651,VELVETTE BREW ESPRESSO BAR,9177975131,BROOKLYN,251,SMITH STREET,11231,American,0
24107,50065653,COLONY 274,7182220280,BROOKLYN,274,4TH AVE,11215,American,1
24108,50065655,JA BURGER'S N SHAKES,9293973134,BROOKLYN,264,BLEECKER ST,11237,American,0
24109,50065660,SOPHIE'S CUBAN CUISINE,2129565915,MANHATTAN,947,8TH AVE,10019,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
24110,50065664,LA NORTENA,7184409595,QUEENS,11112,ROOSEVELT AVE,11368,Other,0
24111,50065668,MOISHE'S PLACE,7184514700,BROOKLYN,868,BEDFORD AVE,11205,Jewish/Kosher,0
24112,50065669,COCO THAI,7183692472,BROOKLYN,268,PROSPECT PARK W,11215,Thai,0
24113,50065672,FOREVER YOUNG SOCIAL ADULT DAY CARE,3475771414,BRONX,3305,3RD AVE,10456,American,0
24114,50065679,NEW LEVEL JUICE,9172926616,MANHATTAN,2244,1ST AVE,10029,"Juice, Smoothies, Fruit Salads",0
24115,50065680,HOPE AND LIFE,5168156120,QUEENS,4101A,162ND ST,11358,"Juice, Smoothies, Fruit Salads",0
24116,50065681,BUTTERFIELD 9TH FLLOR COFFEE BAR,9172820974,MANHATTAN,770,BROADWAY,10003,Other,0
24117,50065683,BARLEY DISFIGURED,9146326036,BROOKLYN,257,SMITH ST,11231,Other,0
24118,50065684,MEET CUISINE & BAR,9174004588,QUEENS,3610,UNION ST,11354,Chinese,0
24119,50065691,LOVERBOY,6465287622,MANHATTAN,127,AVENUE C,10009,Pizza,1
24120,50065692,EL BRASERO RESTAURANTE,3475616489,QUEENS,13509,CROSSBAY BLVD,11417,Spanish,0
24121,50065693,WINE LEGEND,3474220015,BROOKLYN,81,FLEET PL,11201,Tapas,0
24122,50065694,YUAN MENG GOURMET,7186866066,BROOKLYN,4508,8TH AVE,11220,Chinese,1
24123,50065695,MR. Q'S,7188232424,BRONX,2115,WILLIAMSBRIDGE RD,10461,Chinese,0
24124,50065696,RUTA DEL SABOR,7184470930,STATEN ISLAND,1278,CASTLETON AVE,10310,Mexican,0
24125,50065703,MAKIMAKI,2122454550,MANHATTAN,1369,6TH AVE,10019,Japanese,0
24126,50065709,PROVENANCE MEALS,5127107768,BROOKLYN,301,COLUMBIA ST,11231,American,0
24127,50065715,DON CHIMI RESTAURANT,3474421372,BROOKLYN,3221,FULTON ST,11208,Spanish,0
24128,50065719,FRANCESCA'S PIZZA,7188340863,BROOKLYN,529,HENRY ST,11231,Pizza/Italian,1
24129,50065723,PANTRY MARKET EATERY,7186062299,QUEENS,2420,JACKSON AVE,11101,Sandwiches/Salads/Mixed Buffet,0
24130,50065726,LINCOLN FRIED CHICKEN,2126625489,MANHATTAN,576,W 125TH ST,10027,Chicken,1
24131,50065727,THE GRUMPY CAT BAR,9293377622,BROOKLYN,480,62ND ST,11220,American,0
24132,50065731,SAFFRON GARDEN,7184334449,QUEENS,4611,SKILLMAN AVE,11104,Indian,1
24133,50065733,DEL FRISCO'S GRILLE,2127860760,MANHATTAN,200,VESEY ST,10281,American,1
24134,50065747,SUBWAY,7189750730,BROOKLYN,2915,STILLWELL AVE,11224,Sandwiches,0
24135,50065748,WHITLOCK FRIED CHICKEN,3478327832,BRONX,1292,WESTCHESTER AVE,10459,American,1
24136,50065752,BAGELS N DELI,3474047122,BROOKLYN,410,CHURCH AVE,11218,American,1
24137,50065754,PUCCINI RESTAURANT,7186318788,QUEENS,2014,FRANCIS LEWIS BLVD,11357,Other,1
24138,50065769,1 PIKE,6466697069,MANHATTAN,1,PIKE ST,10002,Caf̩/Coffee/Tea,1
24139,50065772,Butterfield Cafe at 200 Lex,2127728782,MANHATTAN,200,LEXINGTON AVE,10016,American,0
24140,50065773,ONE MORE DRINKS,6466836178,MANHATTAN,1,PIKE ST,10002,Caf̩/Coffee/Tea,0
24141,50065774,DEVIN'S FISH & CHIPS,2124915518,MANHATTAN,747,SAINT NICHOLAS AVE,10031,Seafood,1
24142,50065775,ELLARY'S GREENS,6467835622,MANHATTAN,1,RANDALLS IS,10035,American,0
24143,50065794,ASAMI SHANGHAI,2122299991,MANHATTAN,513,6TH AVE,10011,Japanese,1
24144,50065797,UNCLE JACK'S MEAT HOUSE,9177451553,QUEENS,3618,DITMARS BLVD,11105,Other,0
24145,50065801,J & L FAMILY PIZZA,7187407400,QUEENS,10911,FARMERS BLVD,11412,Other,0
24146,50065802,CASA FINCA (WANTED DESIGN NYC),9175229820,MANHATTAN,6,FULTON ST,10038,"Juice, Smoothies, Fruit Salads",0
24147,50065807,HANA NOODLE STATION,9293784473,BROOKLYN,445,ALBEE SQ WEST,11201,Chinese,0
24148,50065809,DUNKIN' DONUTS,6464508644,QUEENS,NKA,JFK INT'L AIRPORT TERMINAL 1,11430,Donuts,0
24149,50065810,THE MANSFIELD HOTEL,2122778700,MANHATTAN,12,W 44TH ST,10036,American,1
24150,50065815,'WICHCRAFT,9172040684,MANHATTAN,1407,BROADWAY,10018,Sandwiches,0
24151,50065818,SUNSET BAGEL CAFE AND GRILL,7188879969,BROOKLYN,1501,FOSTER AVE,11230,Sandwiches,0
24152,50065819,KBBQ,9175018827,MANHATTAN,230,PARK AVE,10169,Other,0
24153,50065821,NOBLE TREE COFFEE,9179719241,BROOKLYN,445,ALBEE SQUARE W,11201,Caf̩/Coffee/Tea,0
24154,50065822,SEIS VECINOS RESTAURANT,7186848604,BRONX,640,PROSPECT AVE,10455,Spanish,1
24155,50065825,MIRANDA'S PUPUSERIA,3474339182,QUEENS,9040,160TH ST,11432,Spanish,1
24156,50065830,ANTIQUE CAFE BAKERY,2126440440,MANHATTAN,909,3RD AVE,10022,American,0
24157,50065831,SOLDIER RESTAURANT BUFFET,3475336011,BROOKLYN,1444,FULTON ST,11216,Caribbean,1
24158,50065832,FRESH & CO,2125816583,MANHATTAN,4,W 58TH ST,10019,Sandwiches/Salads/Mixed Buffet,0
24159,50065833,MOLY ASIAN RESTAURANT,7184847568,BROOKLYN,1126,BROADWAY,11221,Chinese,1
24160,50065840,GRILL POINT,2122560701,MANHATTAN,736,W 181ST ST,10033,Mediterranean,0
24161,50065842,COFFEED W SWEET CHURROS,6464153081,MANHATTAN,000,BROADWAY PLAZA,10036,American,0
24162,50065843,MUMU,6465867700,MANHATTAN,60,E 8TH ST,10003,Caf̩/Coffee/Tea,1
24163,50065845,HONG KONG GARDEN,7182641313,QUEENS,19511,69TH AVE,11365,Chinese,1
24164,50065848,THE PATIO RESTAURANT,7184924001,BROOKLYN,6111,5TH AVE,11220,Peruvian,1
24165,50065856,POKE GREEN,2123613777,MANHATTAN,3,HANOVER SQ,10004,American,1
24166,50065860,MYKONOS BLUE,6464844339,MANHATTAN,127,W 28TH ST,10001,American,1
24167,50065865,KAWAII,7186161238,BROOKLYN,2706,AVENUE U,11229,Japanese,0
24168,50065870,PROHIBITION BAKERY,6463706448,MANHATTAN,188,SUFFOLK ST,10002,Bakery,0
24169,50065872,NEW TAQUERIA,7187277333,STATEN ISLAND,2049,RICHMOND TER,10302,Mexican,0
24170,50065875,COLD STONE CREAMERY,7188911114,BROOKLYN,3165,HARKNESS AVE,11235,"Ice Cream, Gelato, Yogurt, Ices",0
24171,50065876,EL PODER DE LA NUTRICION,3474044072,BROOKLYN,104,WYCKOFF AVE,11237,"Juice, Smoothies, Fruit Salads",0
24172,50065881,ROLLING COW,6468758879,STATEN ISLAND,2655,RICHMOND AVE,10314,"Ice Cream, Gelato, Yogurt, Ices",1
24173,50065887,LOS TRES CHIFLADOS HOMEMADE MEXICANN RESTAURANT,3473506152,BROOKLYN,1046,FLATBUSH AVE,11226,Other,0
24174,50065895,THE HALAL BROTHERS,9175258859,QUEENS,14712,45TH AVE,11355,Other,0
24175,50065897,149 BBQ POCHA,9293622132,QUEENS,4003,149TH PL,11354,Korean,1
24176,50065904,BARROW STREET ALE HOUSE,2126910282,MANHATTAN,15,BARROW ST,10014,American,1
24177,50065906,AMBER,2127998122,MANHATTAN,103,W 70TH ST,10023,Chinese/Japanese,0
24178,50065912,Calabrije's Margaritas and Tacos,7184842110,BROOKLYN,234,STARR ST,11237,Mexican,1
24179,50065913,LITTLENECK GRAND STREET,7182186054,BROOKLYN,131,GRAND ST,11249,Other,0
24180,50065914,LIVING THAI,6462438778,MANHATTAN,931,AMSTERDAM AVE,10025,Other,0
24181,50065915,LEVANTE,7183923885,QUEENS,2621,JACKSON AVE,11101,Other,0
24182,50065916,MANGO MANGO DESSERT,9172615353,MANHATTAN,23,SAINT MARKS PLACE,10003,"Juice, Smoothies, Fruit Salads",0
24183,50065922,SHORTY'S,9179666026,BROOKLYN,229,FLATBUSH AVE,11217,Other,0
24184,50065923,BK SEAFOOD BUFFET,7188511268,BROOKLYN,5816,FORT HAMILTON PKWY,11219,Chinese,1
24185,50065931,MIGHTY QUINN'S BARBEQUE,6467191644,MANHATTAN,1407,BROADWAY,10018,Barbecue,0
24186,50065937,Platinum Lounge,2017367842,QUEENS,14014,ROCKAWAY BLVD,11436,Other,0
24187,50065949,MI ARMADILLO GRANDE,3478617245,STATEN ISLAND,1569,CASTLETON AVE,10302,Mexican,1
24188,50065952,EL TREN DE LA FELICIDAD NUTRITION CLUB HERBAL LIFE,3477796734,QUEENS,4004,57TH ST,11377,Spanish,0
24189,50065956,STARBUCKS,7182427476,BROOKLYN,4,METROTECH CTR,11245,American,0
24190,50065958,BROOKLYN EXCHANGE,8454013078,BROOKLYN,4,METROTECH CTR,11245,Continental,0
24191,50065959,J & J DELICIOUS CAKES,3479277144,BROOKLYN,664,FLATBUSH AVE,11225,Bakery,1
24192,50065970,POST POINT CAFE,7186821268,STATEN ISLAND,1065,POST AVE,10302,Caf̩/Coffee/Tea,0
24193,50065972,ABIR HALAL RESTAURANT INC.,7187896181,BROOKLYN,524B,NOSTRAND AVE,11216,Other,0
24194,50065974,DOMINO'S,2125450200,MANHATTAN,464,3RD AVE,10016,Pizza,0
24195,50065978,New China,6462038509,BROOKLYN,6218,11TH AVE,11219,Chinese,1
24196,50065983,ANDREWS CLASSIC ROADSIDE HAMBURGERS,7184961397,BROOKLYN,445,ALBEE SQUARE,11201,Hamburgers,0
24197,50065984,"ANDREW'S CLASSIC BKLYN BAGELS,LLC",7184961397,BROOKLYN,445,ALBEE SQUARE,11201,Caf̩/Coffee/Tea,0
24198,50065986,TWISTED ROOTZ,3576737537,BROOKLYN,7905,FLATLANDS AVE,11236,American,0
24199,50065987,WETZEL'S PRETZELS,3232400441,STATEN ISLAND,2655,RICHMOND AVE,10314,Bagels/Pretzels,1
24200,50065990,MICHELANGELO'S PIZZA,7182737541,STATEN ISLAND,860,POST AVE,10310,Pizza,1
24201,50065994,BROADWAY CHICKEN AND GYRO,2125076762,MANHATTAN,4927,BROADWAY,10034,Chicken,0
24202,50066003,GONG CHA,6467073375,MANHATTAN,160,E 44TH ST,10017,Caf̩/Coffee/Tea,0
24203,50066013,JOEY PEPPERONI'S PIZZA,7183672080,BRONX,114,E FORDHAM RD,10468,Pizza,0
24204,50066014,MATCH POINT,7869255518,BROOKLYN,2350,E 69TH ST,11234,"Juice, Smoothies, Fruit Salads",0
24205,50066017,ALL HANDS,7024014373,BROOKLYN,29,DUNHAM PL,11249,Seafood,1
24206,50066022,SOUEN,2123881155,MANHATTAN,326,E 6TH ST,10003,Japanese,1
24207,50066027,DILL AND PARSLEY,9173403430,MANHATTAN,425,MADISON AVE,10017,Mediterranean,1
24208,50066030,DULCE VIDA LATIN BISTRO,2125352424,MANHATTAN,1219,LEXINGTON AVE,10028,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
24209,50066035,LOS ANDES RESTAURANT PANDERIA CORP.,7183691603,QUEENS,10616,CORONA AVE,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
24210,50066038,Red Cafe,7183618884,QUEENS,4462,21ST ST,11101,American,1
24211,50066048,BLUE BOTTLE COFFEE,5863062663,MANHATTAN,101,UNIVERSITY PL,10003,Caf̩/Coffee/Tea,0
24212,50066049,BLUE BOTTLE COFFEE,5102470471,MANHATTAN,10,E 53RD ST,10022,Other,0
24213,50066056,Brooklyn Wing House,7182594647,BROOKLYN,1218,UNION ST,11225,American,1
24214,50066061,KHALIL BIRYANI HOUSE,6467635073,BRONX,1445,OLMSTEAD AVE,10462,Bangladeshi,0
24215,50066064,NOI DUE CARNE,9142049242,MANHATTAN,141,W 69TH ST,10023,Jewish/Kosher,0
24216,50066065,LAND OF PLENTY,2123088788,MANHATTAN,204,E 58TH ST,10022,Chinese,1
24217,50066067,ANTHONY'S,7184686020,QUEENS,22202,UNION TPKE,11364,Italian,0
24218,50066069,LITTLE SKIPS EAST,7184841555,BROOKLYN,1643,BROADWAY,11207,Other,0
24219,50066073,EL MORDISCO RESTAURANT & SPORT BAR,3476360596,QUEENS,8514,ROOSEVELT AVE,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
